"","sp","long","lat","continent","year"
"313","Iris oratoria",23.610094,38.28392,"EUROPE",2024
"314","Iris oratoria",2.201398,41.565006,"EUROPE",2024
"315","Iris oratoria",1.873856,41.516547,"EUROPE",2024
"316","Iris oratoria",-0.855063,39.084449,"EUROPE",2024
"317","Iris oratoria",-0.941577,41.638696,"EUROPE",2024
"318","Iris oratoria",-5.360752,36.980843,"EUROPE",2024
"319","Iris oratoria",-2.454772,37.008227,"EUROPE",2022
"320","Iris oratoria",-1.40785,38.96286,"EUROPE",2024
"321","Iris oratoria",32.397503,34.962222,"EUROPE",2024
"322","Iris oratoria",21.755271,38.28184,"EUROPE",2024
"323","Iris oratoria",-8.20917,37.157236,"EUROPE",2016
"324","Iris oratoria",23.076683,37.596903,"EUROPE",2024
"325","Iris oratoria",-4.67983,36.923547,"EUROPE",2024
"326","Iris oratoria",24.921886,35.105835,"EUROPE",2024
"327","Iris oratoria",-4.865839,38.795112,"EUROPE",2024
"328","Iris oratoria",-9.035764,38.558106,"EUROPE",2021
"329","Iris oratoria",-7.297575,37.953856,"EUROPE",2024
"330","Iris oratoria",-7.960198,37.041548,"EUROPE",2024
"331","Iris oratoria",-0.892261,41.578359,"EUROPE",2013
"332","Iris oratoria",-3.197842,36.77365,"EUROPE",2024
"333","Iris oratoria",-8.412426,37.364059,"EUROPE",2024
"334","Iris oratoria",-4.144014,36.87137,"EUROPE",2024
"335","Iris oratoria",-8.022743,39.918941,"EUROPE",2024
"336","Iris oratoria",2.27976,41.564245,"EUROPE",2024
"337","Iris oratoria",-8.481569,39.621747,"EUROPE",2020
"338","Iris oratoria",3.015886,42.269488,"EUROPE",2020
"339","Iris oratoria",-6.045877,39.29673,"EUROPE",2024
"340","Iris oratoria",-3.732975,40.450395,"EUROPE",2017
"341","Iris oratoria",-0.174193,41.784171,"EUROPE",2024
"342","Iris oratoria",-3.279161,38.485437,"EUROPE",2016
"343","Iris oratoria",-4.370267,36.832694,"EUROPE",2024
"344","Iris oratoria",-2.34602,37.074273,"EUROPE",2024
"345","Iris oratoria",23.7815,37.812513,"EUROPE",2024
"346","Iris oratoria",-2.210863,37.041166,"EUROPE",2024
"347","Iris oratoria",-3.941919,38.204889,"EUROPE",2024
"348","Iris oratoria",-1.925989,37.243514,"EUROPE",2024
"349","Iris oratoria",-1.595778,38.412054,"EUROPE",2024
"350","Iris oratoria",-2.93129,37.007159,"EUROPE",2016
"351","Iris oratoria",18.171684,40.466607,"EUROPE",2023
"352","Iris oratoria",4.140175,43.559251,"EUROPE",2017
"353","Iris oratoria",-7.269206,38.393158,"EUROPE",2017
"354","Iris oratoria",-6.118737,36.684922,"EUROPE",2023
"355","Iris oratoria",-4.009935,39.862604,"EUROPE",2023
"356","Iris oratoria",-4.765265,36.619037,"EUROPE",2023
"357","Iris oratoria",-5.138183,40.063784,"EUROPE",2023
"358","Iris oratoria",-7.407899,39.348219,"EUROPE",2020
"359","Iris oratoria",0.106648,38.803879,"EUROPE",2023
